mean_phred_score	n_sequences	sample	read_pair	stage
32	11530888	AP-DNA-1	2	dedup
33	13073106	AP-DNA-1	2	dedup
34	11200226	AP-DNA-1	2	dedup
35	4356572	AP-DNA-1	2	dedup
36	8800	AP-DNA-1	2	dedup
25	24832	AP-DNA-3	1	dedup
26	134403	AP-DNA-3	1	dedup
27	400066	AP-DNA-3	1	dedup
28	912962	AP-DNA-3	1	dedup
29	1697435	AP-DNA-3	1	dedup
30	2697859	AP-DNA-3	1	dedup
31	3899128	AP-DNA-3	1	dedup
32	5403392	AP-DNA-3	1	dedup
33	7404728	AP-DNA-3	1	dedup
34	9712384	AP-DNA-3	1	dedup
35	6974369	AP-DNA-3	1	dedup
36	4895	AP-DNA-3	1	dedup
25	114399	AP-DNA-3	2	dedup
26	392094	AP-DNA-3	2	dedup
27	830542	AP-DNA-3	2	dedup
28	1487247	AP-DNA-3	2	dedup
29	2361009	AP-DNA-3	2	dedup
30	3424171	AP-DNA-3	2	dedup
31	4702872	AP-DNA-3	2	dedup
32	6267907	AP-DNA-3	2	dedup
33	7842124	AP-DNA-3	2	dedup
34	8010356	AP-DNA-3	2	dedup
35	3828778	AP-DNA-3	2	dedup
36	4954	AP-DNA-3	2	dedup
25	9578	AP-DNA-4	1	dedup
26	53853	AP-DNA-4	1	dedup
27	160985	AP-DNA-4	1	dedup
28	363412	AP-DNA-4	1	dedup
29	660330	AP-DNA-4	1	dedup
30	1032495	AP-DNA-4	1	dedup
31	1464650	AP-DNA-4	1	dedup
32	1934569	AP-DNA-4	1	dedup
33	2364269	AP-DNA-4	1	dedup
34	2345210	AP-DNA-4	1	dedup
35	1077950	AP-DNA-4	1	dedup
36	1272	AP-DNA-4	1	dedup
25	40613	AP-DNA-4	2	dedup
26	140255	AP-DNA-4	2	dedup
27	300647	AP-DNA-4	2	dedup
28	538432	AP-DNA-4	2	dedup
29	847007	AP-DNA-4	2	dedup
30	1217684	AP-DNA-4	2	dedup
31	1646277	AP-DNA-4	2	dedup
32	2085815	AP-DNA-4	2	dedup
33	2297836	AP-DNA-4	2	dedup
34	1749571	AP-DNA-4	2	dedup
35	602858	AP-DNA-4	2	dedup
36	1578	AP-DNA-4	2	dedup
25	13087	AP-DNA-5	1	dedup
26	71364	AP-DNA-5	1	dedup
27	212178	AP-DNA-5	1	dedup
28	483721	AP-DNA-5	1	dedup
29	884463	AP-DNA-5	1	dedup
30	1392230	AP-DNA-5	1	dedup
31	1986371	AP-DNA-5	1	dedup
32	2656903	AP-DNA-5	1	dedup
33	3320748	AP-DNA-5	1	dedup
34	3486087	AP-DNA-5	1	dedup
35	1795840	AP-DNA-5	1	dedup
36	1745	AP-DNA-5	1	dedup
25	60230	AP-DNA-5	2	dedup
26	208491	AP-DNA-5	2	dedup
27	438907	AP-DNA-5	2	dedup
28	777457	AP-DNA-5	2	dedup
29	1211613	AP-DNA-5	2	dedup
30	1729322	AP-DNA-5	2	dedup
31	2319334	AP-DNA-5	2	dedup
32	2924483	AP-DNA-5	2	dedup
33	3221665	AP-DNA-5	2	dedup
34	2531159	AP-DNA-5	2	dedup
35	879915	AP-DNA-5	2	dedup
36	2161	AP-DNA-5	2	dedup
25	10599	AP-DNA-6	1	dedup
26	58862	AP-DNA-6	1	dedup
27	176878	AP-DNA-6	1	dedup
28	402069	AP-DNA-6	1	dedup
29	738218	AP-DNA-6	1	dedup
30	1162309	AP-DNA-6	1	dedup
31	1662593	AP-DNA-6	1	dedup
32	2231421	AP-DNA-6	1	dedup
33	2797619	AP-DNA-6	1	dedup
34	2908128	AP-DNA-6	1	dedup
35	1438619	AP-DNA-6	1	dedup
36	1557	AP-DNA-6	1	dedup
25	49311	AP-DNA-6	2	dedup
26	169780	AP-DNA-6	2	dedup
27	358698	AP-DNA-6	2	dedup
28	633418	AP-DNA-6	2	dedup
29	986488	AP-DNA-6	2	dedup
30	1413092	AP-DNA-6	2	dedup
31	1902325	AP-DNA-6	2	dedup
32	2424471	AP-DNA-6	2	dedup
33	2713614	AP-DNA-6	2	dedup
34	2161508	AP-DNA-6	2	dedup
35	774190	AP-DNA-6	2	dedup
36	1977	AP-DNA-6	2	dedup
25	9808	AP-DNA-7	1	dedup
26	53252	AP-DNA-7	1	dedup
27	161274	AP-DNA-7	1	dedup
28	365254	AP-DNA-7	1	dedup
29	667233	AP-DNA-7	1	dedup
30	1052266	AP-DNA-7	1	dedup
31	1501263	AP-DNA-7	1	dedup
32	2017150	AP-DNA-7	1	dedup
33	2530390	AP-DNA-7	1	dedup
34	2629776	AP-DNA-7	1	dedup
35	1300316	AP-DNA-7	1	dedup
36	1500	AP-DNA-7	1	dedup
25	43262	AP-DNA-7	2	dedup
26	152933	AP-DNA-7	2	dedup
27	325528	AP-DNA-7	2	dedup
28	579716	AP-DNA-7	2	dedup
29	908744	AP-DNA-7	2	dedup
30	1299795	AP-DNA-7	2	dedup
31	1752715	AP-DNA-7	2	dedup
32	2218024	AP-DNA-7	2	dedup
33	2446713	AP-DNA-7	2	dedup
34	1901092	AP-DNA-7	2	dedup
35	659080	AP-DNA-7	2	dedup
36	1880	AP-DNA-7	2	dedup
25	10197	AP-DNA-8	1	dedup
26	56120	AP-DNA-8	1	dedup
27	169871	AP-DNA-8	1	dedup
28	386352	AP-DNA-8	1	dedup
29	703218	AP-DNA-8	1	dedup
30	1100919	AP-DNA-8	1	dedup
31	1552553	AP-DNA-8	1	dedup
32	2039404	AP-DNA-8	1	dedup
33	2461619	AP-DNA-8	1	dedup
34	2391984	AP-DNA-8	1	dedup
35	1068167	AP-DNA-8	1	dedup
36	1205	AP-DNA-8	1	dedup
25	45926	AP-DNA-8	2	dedup
26	160175	AP-DNA-8	2	dedup
27	339068	AP-DNA-8	2	dedup
28	600420	AP-DNA-8	2	dedup
29	933336	AP-DNA-8	2	dedup
30	1324962	AP-DNA-8	2	dedup
31	1760882	AP-DNA-8	2	dedup
32	2181331	AP-DNA-8	2	dedup
33	2325368	AP-DNA-8	2	dedup
34	1711296	AP-DNA-8	2	dedup
35	557332	AP-DNA-8	2	dedup
36	1513	AP-DNA-8	2	dedup
25	7763	AP-DNA-9	1	dedup
26	44891	AP-DNA-9	1	dedup
27	135685	AP-DNA-9	1	dedup
28	309032	AP-DNA-9	1	dedup
29	565120	AP-DNA-9	1	dedup
30	883817	AP-DNA-9	1	dedup
31	1245326	AP-DNA-9	1	dedup
32	1628046	AP-DNA-9	1	dedup
33	1928063	AP-DNA-9	1	dedup
34	1766144	AP-DNA-9	1	dedup
35	654108	AP-DNA-9	1	dedup
36	926	AP-DNA-9	1	dedup
25	36758	AP-DNA-9	2	dedup
26	132465	AP-DNA-9	2	dedup
27	280011	AP-DNA-9	2	dedup
28	492932	AP-DNA-9	2	dedup
29	761409	AP-DNA-9	2	dedup
30	1076236	AP-DNA-9	2	dedup
31	1409786	AP-DNA-9	2	dedup
32	1721219	AP-DNA-9	2	dedup
33	1767335	AP-DNA-9	2	dedup
34	1178087	AP-DNA-9	2	dedup
35	311498	AP-DNA-9	2	dedup
36	1185	AP-DNA-9	2	dedup
25	7811	AP-RNA-10	1	dedup
26	39866	AP-RNA-10	1	dedup
27	117139	AP-RNA-10	1	dedup
28	258887	AP-RNA-10	1	dedup
29	459348	AP-RNA-10	1	dedup
30	694306	AP-RNA-10	1	dedup
31	940170	AP-RNA-10	1	dedup
32	1182337	AP-RNA-10	1	dedup
33	1370305	AP-RNA-10	1	dedup
34	1270719	AP-RNA-10	1	dedup
35	446634	AP-RNA-10	1	dedup
36	498	AP-RNA-10	1	dedup
25	42068	AP-RNA-10	2	dedup
26	132794	AP-RNA-10	2	dedup
27	264955	AP-RNA-10	2	dedup
28	436648	AP-RNA-10	2	dedup
29	638135	AP-RNA-10	2	dedup
30	849275	AP-RNA-10	2	dedup
31	1057534	AP-RNA-10	2	dedup
32	1219989	AP-RNA-10	2	dedup
33	1209766	AP-RNA-10	2	dedup
34	768948	AP-RNA-10	2	dedup
35	167204	AP-RNA-10	2	dedup
36	704	AP-RNA-10	2	dedup
25	10481	AP-RNA-11	1	dedup
26	52866	AP-RNA-11	1	dedup
27	156182	AP-RNA-11	1	dedup
28	347820	AP-RNA-11	1	dedup
29	620186	AP-RNA-11	1	dedup
30	932807	AP-RNA-11	1	dedup
31	1238986	AP-RNA-11	1	dedup
32	1479443	AP-RNA-11	1	dedup
33	1577313	AP-RNA-11	1	dedup
34	1288113	AP-RNA-11	1	dedup
35	392559	AP-RNA-11	1	dedup
36	485	AP-RNA-11	1	dedup
25	51951	AP-RNA-11	2	dedup
26	170278	AP-RNA-11	2	dedup
27	347180	AP-RNA-11	2	dedup
28	586867	AP-RNA-11	2	dedup
29	863153	AP-RNA-11	2	dedup
30	1139537	AP-RNA-11	2	dedup
31	1366150	AP-RNA-11	2	dedup
32	1466315	AP-RNA-11	2	dedup
33	1280204	AP-RNA-11	2	dedup
34	692457	AP-RNA-11	2	dedup
35	132446	AP-RNA-11	2	dedup
36	703	AP-RNA-11	2	dedup
25	10274	AP-RNA-12	1	dedup
26	53700	AP-RNA-12	1	dedup
27	159682	AP-RNA-12	1	dedup
28	358318	AP-RNA-12	1	dedup
29	646586	AP-RNA-12	1	dedup
30	992506	AP-RNA-12	1	dedup
31	1367131	AP-RNA-12	1	dedup
32	1761039	AP-RNA-12	1	dedup
33	2093092	AP-RNA-12	1	dedup
34	1985685	AP-RNA-12	1	dedup
35	709102	AP-RNA-12	1	dedup
36	939	AP-RNA-12	1	dedup
25	55987	AP-RNA-12	2	dedup
26	174317	AP-RNA-12	2	dedup
27	351005	AP-RNA-12	2	dedup
28	588365	AP-RNA-12	2	dedup
29	874053	AP-RNA-12	2	dedup
30	1189730	AP-RNA-12	2	dedup
31	1527045	AP-RNA-12	2	dedup
32	1841413	AP-RNA-12	2	dedup
33	1926559	AP-RNA-12	2	dedup
34	1313048	AP-RNA-12	2	dedup
35	295092	AP-RNA-12	2	dedup
36	1440	AP-RNA-12	2	dedup
25	10617	AP-RNA-13	1	dedup
26	52706	AP-RNA-13	1	dedup
27	152342	AP-RNA-13	1	dedup
28	335652	AP-RNA-13	1	dedup
29	598868	AP-RNA-13	1	dedup
30	910527	AP-RNA-13	1	dedup
31	1239596	AP-RNA-13	1	dedup
32	1551895	AP-RNA-13	1	dedup
33	1784278	AP-RNA-13	1	dedup
34	1610363	AP-RNA-13	1	dedup
35	544463	AP-RNA-13	1	dedup
36	698	AP-RNA-13	1	dedup
25	54377	AP-RNA-13	2	dedup
26	167184	AP-RNA-13	2	dedup
27	330444	AP-RNA-13	2	dedup
28	549530	AP-RNA-13	2	dedup
29	807735	AP-RNA-13	2	dedup
30	1083899	AP-RNA-13	2	dedup
31	1364572	AP-RNA-13	2	dedup
32	1594821	AP-RNA-13	2	dedup
33	1592974	AP-RNA-13	2	dedup
34	1021813	AP-RNA-13	2	dedup
35	223592	AP-RNA-13	2	dedup
36	1064	AP-RNA-13	2	dedup
25	4108	AP-RNA-14	1	dedup
26	21542	AP-RNA-14	1	dedup
27	62220	AP-RNA-14	1	dedup
28	138335	AP-RNA-14	1	dedup
29	246840	AP-RNA-14	1	dedup
30	373476	AP-RNA-14	1	dedup
31	506794	AP-RNA-14	1	dedup
32	640723	AP-RNA-14	1	dedup
33	750827	AP-RNA-14	1	dedup
34	711529	AP-RNA-14	1	dedup
35	251793	AP-RNA-14	1	dedup
36	218	AP-RNA-14	1	dedup
25	21606	AP-RNA-14	2	dedup
26	67524	AP-RNA-14	2	dedup
27	136375	AP-RNA-14	2	dedup
28	228471	AP-RNA-14	2	dedup
29	337144	AP-RNA-14	2	dedup
30	452776	AP-RNA-14	2	dedup
31	570938	AP-RNA-14	2	dedup
32	669676	AP-RNA-14	2	dedup
33	680291	AP-RNA-14	2	dedup
34	447188	AP-RNA-14	2	dedup
35	96054	AP-RNA-14	2	dedup
36	362	AP-RNA-14	2	dedup
25	425	AP-RNA-15	1	dedup
26	1387	AP-RNA-15	1	dedup
27	2848	AP-RNA-15	1	dedup
28	5146	AP-RNA-15	1	dedup
29	8455	AP-RNA-15	1	dedup
30	12247	AP-RNA-15	1	dedup
31	16269	AP-RNA-15	1	dedup
32	20215	AP-RNA-15	1	dedup
33	24151	AP-RNA-15	1	dedup
34	23489	AP-RNA-15	1	dedup
35	9220	AP-RNA-15	1	dedup
36	12	AP-RNA-15	1	dedup
25	1246	AP-RNA-15	2	dedup
26	3275	AP-RNA-15	2	dedup
27	5437	AP-RNA-15	2	dedup
28	7909	AP-RNA-15	2	dedup
29	11108	AP-RNA-15	2	dedup
30	14481	AP-RNA-15	2	dedup
31	17870	AP-RNA-15	2	dedup
32	21229	AP-RNA-15	2	dedup
33	22153	AP-RNA-15	2	dedup
34	15325	AP-RNA-15	2	dedup
35	3823	AP-RNA-15	2	dedup
36	8	AP-RNA-15	2	dedup
25	299	AP-RNA-16	1	dedup
26	1148	AP-RNA-16	1	dedup
27	2434	AP-RNA-16	1	dedup
28	4565	AP-RNA-16	1	dedup
29	7143	AP-RNA-16	1	dedup
30	10070	AP-RNA-16	1	dedup
31	13082	AP-RNA-16	1	dedup
32	16465	AP-RNA-16	1	dedup
33	19852	AP-RNA-16	1	dedup
34	19722	AP-RNA-16	1	dedup
35	8668	AP-RNA-16	1	dedup
36	8	AP-RNA-16	1	dedup
25	1022	AP-RNA-16	2	dedup
26	2787	AP-RNA-16	2	dedup
27	4627	AP-RNA-16	2	dedup
28	6556	AP-RNA-16	2	dedup
29	8855	AP-RNA-16	2	dedup
30	11719	AP-RNA-16	2	dedup
31	14410	AP-RNA-16	2	dedup
32	17492	AP-RNA-16	2	dedup
33	18622	AP-RNA-16	2	dedup
34	13532	AP-RNA-16	2	dedup
35	3816	AP-RNA-16	2	dedup
36	18	AP-RNA-16	2	dedup
25	15009	AP-RNA-1	1	dedup
26	75530	AP-RNA-1	1	dedup
27	219856	AP-RNA-1	1	dedup
28	487104	AP-RNA-1	1	dedup
29	873200	AP-RNA-1	1	dedup
30	1332437	AP-RNA-1	1	dedup
31	1822719	AP-RNA-1	1	dedup
32	2312841	AP-RNA-1	1	dedup
33	2689973	AP-RNA-1	1	dedup
34	2477502	AP-RNA-1	1	dedup
35	869219	AP-RNA-1	1	dedup
36	1153	AP-RNA-1	1	dedup
25	76036	AP-RNA-1	2	dedup
26	234112	AP-RNA-1	2	dedup
27	465901	AP-RNA-1	2	dedup
28	784005	AP-RNA-1	2	dedup
29	1159646	AP-RNA-1	2	dedup
30	1576445	AP-RNA-1	2	dedup
31	2007569	AP-RNA-1	2	dedup
32	2391008	AP-RNA-1	2	dedup
33	2454020	AP-RNA-1	2	dedup
34	1641431	AP-RNA-1	2	dedup
35	384648	AP-RNA-1	2	dedup
36	1722	AP-RNA-1	2	dedup
25	17293	AP-RNA-2	1	dedup
26	90259	AP-RNA-2	1	dedup
27	265417	AP-RNA-2	1	dedup
28	591839	AP-RNA-2	1	dedup
29	1066392	AP-RNA-2	1	dedup
30	1638118	AP-RNA-2	1	dedup
31	2258239	AP-RNA-2	1	dedup
32	2909012	AP-RNA-2	1	dedup
33	3463453	AP-RNA-2	1	dedup
34	3321704	AP-RNA-2	1	dedup
35	1261647	AP-RNA-2	1	dedup
36	1531	AP-RNA-2	1	dedup
25	91747	AP-RNA-2	2	dedup
26	288454	AP-RNA-2	2	dedup
27	582155	AP-RNA-2	2	dedup
28	977059	AP-RNA-2	2	dedup
29	1451139	AP-RNA-2	2	dedup
30	1977355	AP-RNA-2	2	dedup
31	2527802	AP-RNA-2	2	dedup
32	3043027	AP-RNA-2	2	dedup
33	3183779	AP-RNA-2	2	dedup
34	2211610	AP-RNA-2	2	dedup
35	548376	AP-RNA-2	2	dedup
36	2401	AP-RNA-2	2	dedup
25	12073	AP-RNA-3	1	dedup
26	62075	AP-RNA-3	1	dedup
27	182622	AP-RNA-3	1	dedup
28	402991	AP-RNA-3	1	dedup
29	718246	AP-RNA-3	1	dedup
30	1079466	AP-RNA-3	1	dedup
31	1428222	AP-RNA-3	1	dedup
32	1707942	AP-RNA-3	1	dedup
33	1808625	AP-RNA-3	1	dedup
34	1469440	AP-RNA-3	1	dedup
35	484076	AP-RNA-3	1	dedup
36	691	AP-RNA-3	1	dedup
25	56194	AP-RNA-3	2	dedup
26	178702	AP-RNA-3	2	dedup
27	362776	AP-RNA-3	2	dedup
28	615092	AP-RNA-3	2	dedup
29	916262	AP-RNA-3	2	dedup
30	1230505	AP-RNA-3	2	dedup
31	1517709	AP-RNA-3	2	dedup
32	1697151	AP-RNA-3	2	dedup
33	1580610	AP-RNA-3	2	dedup
34	961893	AP-RNA-3	2	dedup
35	238545	AP-RNA-3	2	dedup
36	1030	AP-RNA-3	2	dedup
25	17323	AP-RNA-4	1	dedup
26	88496	AP-RNA-4	1	dedup
27	256980	AP-RNA-4	1	dedup
28	570425	AP-RNA-4	1	dedup
29	1018277	AP-RNA-4	1	dedup
30	1534807	AP-RNA-4	1	dedup
31	2062918	AP-RNA-4	1	dedup
32	2547830	AP-RNA-4	1	dedup
33	2873763	AP-RNA-4	1	dedup
34	2556581	AP-RNA-4	1	dedup
35	850110	AP-RNA-4	1	dedup
36	859	AP-RNA-4	1	dedup
25	93431	AP-RNA-4	2	dedup
26	286615	AP-RNA-4	2	dedup
27	568167	AP-RNA-4	2	dedup
28	940930	AP-RNA-4	2	dedup
29	1372731	AP-RNA-4	2	dedup
30	1824819	AP-RNA-4	2	dedup
31	2254288	AP-RNA-4	2	dedup
32	2575887	AP-RNA-4	2	dedup
33	2516096	AP-RNA-4	2	dedup
34	1588524	AP-RNA-4	2	dedup
35	355396	AP-RNA-4	2	dedup
36	1485	AP-RNA-4	2	dedup
25	11348	AP-RNA-5	1	dedup
26	57852	AP-RNA-5	1	dedup
27	168380	AP-RNA-5	1	dedup
28	373126	AP-RNA-5	1	dedup
29	663789	AP-RNA-5	1	dedup
30	1005526	AP-RNA-5	1	dedup
31	1357912	AP-RNA-5	1	dedup
32	1696377	AP-RNA-5	1	dedup
33	1957995	AP-RNA-5	1	dedup
34	1803152	AP-RNA-5	1	dedup
35	639155	AP-RNA-5	1	dedup
36	560	AP-RNA-5	1	dedup
25	63643	AP-RNA-5	2	dedup
26	193871	AP-RNA-5	2	dedup
27	381355	AP-RNA-5	2	dedup
28	628550	AP-RNA-5	2	dedup
29	912483	AP-RNA-5	2	dedup
30	1207776	AP-RNA-5	2	dedup
31	1499244	AP-RNA-5	2	dedup
32	1732621	AP-RNA-5	2	dedup
33	1729249	AP-RNA-5	2	dedup
34	1126195	AP-RNA-5	2	dedup
35	259304	AP-RNA-5	2	dedup
36	881	AP-RNA-5	2	dedup
25	9453	AP-RNA-6	1	dedup
26	46811	AP-RNA-6	1	dedup
27	137654	AP-RNA-6	1	dedup
28	305432	AP-RNA-6	1	dedup
29	543456	AP-RNA-6	1	dedup
30	823728	AP-RNA-6	1	dedup
31	1114349	AP-RNA-6	1	dedup
32	1387058	AP-RNA-6	1	dedup
33	1570162	AP-RNA-6	1	dedup
34	1395885	AP-RNA-6	1	dedup
35	466431	AP-RNA-6	1	dedup
36	491	AP-RNA-6	1	dedup
25	49359	AP-RNA-6	2	dedup
26	153124	AP-RNA-6	2	dedup
27	304371	AP-RNA-6	2	dedup
28	507993	AP-RNA-6	2	dedup
29	746664	AP-RNA-6	2	dedup
30	997171	AP-RNA-6	2	dedup
31	1237879	AP-RNA-6	2	dedup
32	1418378	AP-RNA-6	2	dedup
33	1369437	AP-RNA-6	2	dedup
34	837043	AP-RNA-6	2	dedup
35	178664	AP-RNA-6	2	dedup
36	827	AP-RNA-6	2	dedup
25	8339	AP-RNA-7	1	dedup
26	42617	AP-RNA-7	1	dedup
27	123176	AP-RNA-7	1	dedup
28	272438	AP-RNA-7	1	dedup
29	483956	AP-RNA-7	1	dedup
30	733641	AP-RNA-7	1	dedup
31	998071	AP-RNA-7	1	dedup
32	1263261	AP-RNA-7	1	dedup
33	1470025	AP-RNA-7	1	dedup
34	1366082	AP-RNA-7	1	dedup
35	482751	AP-RNA-7	1	dedup
36	498	AP-RNA-7	1	dedup
25	43060	AP-RNA-7	2	dedup
26	133540	AP-RNA-7	2	dedup
27	267226	AP-RNA-7	2	dedup
28	447990	AP-RNA-7	2	dedup
29	662299	AP-RNA-7	2	dedup
30	893539	AP-RNA-7	2	dedup
31	1122093	AP-RNA-7	2	dedup
32	1314763	AP-RNA-7	2	dedup
33	1321092	AP-RNA-7	2	dedup
34	851902	AP-RNA-7	2	dedup
35	186507	AP-RNA-7	2	dedup
36	844	AP-RNA-7	2	dedup
25	7679	AP-RNA-8	1	dedup
26	38817	AP-RNA-8	1	dedup
27	113176	AP-RNA-8	1	dedup
28	248966	AP-RNA-8	1	dedup
29	443344	AP-RNA-8	1	dedup
30	674807	AP-RNA-8	1	dedup
31	921929	AP-RNA-8	1	dedup
32	1170653	AP-RNA-8	1	dedup
33	1372233	AP-RNA-8	1	dedup
34	1283317	AP-RNA-8	1	dedup
35	450011	AP-RNA-8	1	dedup
36	431	AP-RNA-8	1	dedup
25	41444	AP-RNA-8	2	dedup
26	126524	AP-RNA-8	2	dedup
27	250095	AP-RNA-8	2	dedup
28	415973	AP-RNA-8	2	dedup
29	610593	AP-RNA-8	2	dedup
30	821255	AP-RNA-8	2	dedup
31	1035203	AP-RNA-8	2	dedup
32	1221678	AP-RNA-8	2	dedup
33	1231856	AP-RNA-8	2	dedup
34	797053	AP-RNA-8	2	dedup
35	173012	AP-RNA-8	2	dedup
36	677	AP-RNA-8	2	dedup
25	6825	AP-RNA-9	1	dedup
26	34393	AP-RNA-9	1	dedup
27	98335	AP-RNA-9	1	dedup
28	215106	AP-RNA-9	1	dedup
29	377563	AP-RNA-9	1	dedup
30	567692	AP-RNA-9	1	dedup
31	760803	AP-RNA-9	1	dedup
32	950480	AP-RNA-9	1	dedup
33	1097953	AP-RNA-9	1	dedup
34	1027230	AP-RNA-9	1	dedup
35	368275	AP-RNA-9	1	dedup
36	325	AP-RNA-9	1	dedup
25	35714	AP-RNA-9	2	dedup
26	110762	AP-RNA-9	2	dedup
27	218860	AP-RNA-9	2	dedup
28	359518	AP-RNA-9	2	dedup
29	521701	AP-RNA-9	2	dedup
30	686566	AP-RNA-9	2	dedup
31	850617	AP-RNA-9	2	dedup
32	979902	AP-RNA-9	2	dedup
33	975831	AP-RNA-9	2	dedup
34	626827	AP-RNA-9	2	dedup
35	138148	AP-RNA-9	2	dedup
36	534	AP-RNA-9	2	dedup
25	23124	AP-DNA-10	1	ribo_initial
26	128330	AP-DNA-10	1	ribo_initial
27	388160	AP-DNA-10	1	ribo_initial
28	881049	AP-DNA-10	1	ribo_initial
29	1612080	AP-DNA-10	1	ribo_initial
30	2526770	AP-DNA-10	1	ribo_initial
31	3558715	AP-DNA-10	1	ribo_initial
32	4662869	AP-DNA-10	1	ribo_initial
33	5552029	AP-DNA-10	1	ribo_initial
34	5232616	AP-DNA-10	1	ribo_initial
35	2148437	AP-DNA-10	1	ribo_initial
36	2582	AP-DNA-10	1	ribo_initial
25	111387	AP-DNA-10	2	ribo_initial
26	396852	AP-DNA-10	2	ribo_initial
27	839222	AP-DNA-10	2	ribo_initial
28	1475043	AP-DNA-10	2	ribo_initial
29	2277555	AP-DNA-10	2	ribo_initial
30	3203142	AP-DNA-10	2	ribo_initial
31	4195464	AP-DNA-10	2	ribo_initial
32	5033905	AP-DNA-10	2	ribo_initial
33	5041343	AP-DNA-10	2	ribo_initial
34	3293479	AP-DNA-10	2	ribo_initial
35	846130	AP-DNA-10	2	ribo_initial
36	3239	AP-DNA-10	2	ribo_initial
25	15658	AP-DNA-11	1	ribo_initial
26	87910	AP-DNA-11	1	ribo_initial
27	266155	AP-DNA-11	1	ribo_initial
28	609362	AP-DNA-11	1	ribo_initial
29	1119011	AP-DNA-11	1	ribo_initial
30	1751416	AP-DNA-11	1	ribo_initial
31	2454325	AP-DNA-11	1	ribo_initial
32	3198051	AP-DNA-11	1	ribo_initial
33	3858018	AP-DNA-11	1	ribo_initial
34	3951147	AP-DNA-11	1	ribo_initial
35	2066214	AP-DNA-11	1	ribo_initial
36	1940	AP-DNA-11	1	ribo_initial
25	72744	AP-DNA-11	2	ribo_initial
26	260973	AP-DNA-11	2	ribo_initial
27	559975	AP-DNA-11	2	ribo_initial
28	994795	AP-DNA-11	2	ribo_initial
29	1547840	AP-DNA-11	2	ribo_initial
30	2181402	AP-DNA-11	2	ribo_initial
31	2859033	AP-DNA-11	2	ribo_initial
32	3475932	AP-DNA-11	2	ribo_initial
33	3661325	AP-DNA-11	2	ribo_initial
34	2792936	AP-DNA-11	2	ribo_initial
35	969882	AP-DNA-11	2	ribo_initial
36	2370	AP-DNA-11	2	ribo_initial
25	11885	AP-DNA-12	1	ribo_initial
26	65919	AP-DNA-12	1	ribo_initial
27	196451	AP-DNA-12	1	ribo_initial
28	446738	AP-DNA-12	1	ribo_initial
29	821994	AP-DNA-12	1	ribo_initial
30	1295684	AP-DNA-12	1	ribo_initial
31	1847356	AP-DNA-12	1	ribo_initial
32	2475189	AP-DNA-12	1	ribo_initial
33	3175331	AP-DNA-12	1	ribo_initial
34	3660192	AP-DNA-12	1	ribo_initial
35	2333581	AP-DNA-12	1	ribo_initial
36	2031	AP-DNA-12	1	ribo_initial
25	57385	AP-DNA-12	2	ribo_initial
26	194958	AP-DNA-12	2	ribo_initial
27	408649	AP-DNA-12	2	ribo_initial
28	719405	AP-DNA-12	2	ribo_initial
29	1116964	AP-DNA-12	2	ribo_initial
30	1585775	AP-DNA-12	2	ribo_initial
31	2120863	AP-DNA-12	2	ribo_initial
32	2708267	AP-DNA-12	2	ribo_initial
33	3157514	AP-DNA-12	2	ribo_initial
34	2902033	AP-DNA-12	2	ribo_initial
35	1358283	AP-DNA-12	2	ribo_initial
36	2255	AP-DNA-12	2	ribo_initial
25	10628	AP-DNA-13	1	ribo_initial
26	61764	AP-DNA-13	1	ribo_initial
27	191482	AP-DNA-13	1	ribo_initial
28	444429	AP-DNA-13	1	ribo_initial
29	829838	AP-DNA-13	1	ribo_initial
30	1322511	AP-DNA-13	1	ribo_initial
31	1904893	AP-DNA-13	1	ribo_initial
32	2578933	AP-DNA-13	1	ribo_initial
33	3310251	AP-DNA-13	1	ribo_initial
34	3724197	AP-DNA-13	1	ribo_initial
35	2197918	AP-DNA-13	1	ribo_initial
36	1925	AP-DNA-13	1	ribo_initial
25	60891	AP-DNA-13	2	ribo_initial
26	231282	AP-DNA-13	2	ribo_initial
27	499622	AP-DNA-13	2	ribo_initial
28	898420	AP-DNA-13	2	ribo_initial
29	1420332	AP-DNA-13	2	ribo_initial
30	2019706	AP-DNA-13	2	ribo_initial
31	2639765	AP-DNA-13	2	ribo_initial
32	3116553	AP-DNA-13	2	ribo_initial
33	3070556	AP-DNA-13	2	ribo_initial
34	2065515	AP-DNA-13	2	ribo_initial
35	554240	AP-DNA-13	2	ribo_initial
36	1887	AP-DNA-13	2	ribo_initial
25	9411	AP-DNA-14	1	ribo_initial
26	55854	AP-DNA-14	1	ribo_initial
27	175086	AP-DNA-14	1	ribo_initial
28	410413	AP-DNA-14	1	ribo_initial
29	769264	AP-DNA-14	1	ribo_initial
30	1232969	AP-DNA-14	1	ribo_initial
31	1779980	AP-DNA-14	1	ribo_initial
32	2388057	AP-DNA-14	1	ribo_initial
33	2920389	AP-DNA-14	1	ribo_initial
34	2745625	AP-DNA-14	1	ribo_initial
35	1020281	AP-DNA-14	1	ribo_initial
36	845	AP-DNA-14	1	ribo_initial
25	68732	AP-DNA-14	2	ribo_initial
26	272066	AP-DNA-14	2	ribo_initial
27	592847	AP-DNA-14	2	ribo_initial
28	1043740	AP-DNA-14	2	ribo_initial
29	1587079	AP-DNA-14	2	ribo_initial
