taxid	name	rank	parent_taxid	sample	n_reads_direct	n_reads_clade
1961681	Gammapapillomavirus 24	species	325455	AP-DNA-11	0	1
1961681	Gammapapillomavirus 24	species	325455	AP-DNA-6	0	1
1961681	Gammapapillomavirus 24	species	325455	AP-DNA-7	0	2
1961681	Gammapapillomavirus 24	species	325455	AP-RNA-5	0	1
1961681	Gammapapillomavirus 24	species	325455	AP-RNA-4	0	1
1961681	Gammapapillomavirus 24	species	325455	AP-RNA-8	0	1
1961681	Gammapapillomavirus 24	species	325455	AP-RNA-9	0	1
1961682	Gammapapillomavirus 25	species	325455	AP-DNA-12	0	2
1961682	Gammapapillomavirus 25	species	325455	AP-DNA-8	0	2
1961682	Gammapapillomavirus 25	species	325455	AP-RNA-1	0	1
1961682	Gammapapillomavirus 25	species	325455	AP-RNA-13	0	1
1961682	Gammapapillomavirus 25	species	325455	AP-RNA-4	0	1
1965344	LI polyomavirus	no rank	2734294	AP-RNA-14	1	1
1985366	Gemygorvirus	genus	1910928	AP-RNA-1	0	1
1985366	Gemygorvirus	genus	1910928	AP-RNA-6	0	1
1985366	Gemygorvirus	genus	1910928	AP-RNA-8	0	1
1985370	Gemyvongvirus	genus	1910928	AP-DNA-3	0	6
1985370	Gemyvongvirus	genus	1910928	AP-RNA-10	0	2
1985370	Gemyvongvirus	genus	1910928	AP-RNA-11	0	1
1985370	Gemyvongvirus	genus	1910928	AP-RNA-13	0	1
1985370	Gemyvongvirus	genus	1910928	AP-RNA-7	0	1
1985370	Gemyvongvirus	genus	1910928	AP-RNA-8	0	1
1985415	Human associated gemyvongvirus 1	no rank	2844646	AP-DNA-3	6	6
1985415	Human associated gemyvongvirus 1	no rank	2844646	AP-RNA-10	2	2
1985415	Human associated gemyvongvirus 1	no rank	2844646	AP-RNA-11	1	1
1985415	Human associated gemyvongvirus 1	no rank	2844646	AP-RNA-13	1	1
1985415	Human associated gemyvongvirus 1	no rank	2844646	AP-RNA-7	1	1
1985415	Human associated gemyvongvirus 1	no rank	2844646	AP-RNA-8	1	1
1985428	Sewage derived gemygorvirus 1	no rank	2844554	AP-RNA-1	0	1
1985428	Sewage derived gemygorvirus 1	no rank	2844554	AP-RNA-6	0	1
1985428	Sewage derived gemygorvirus 1	no rank	2844554	AP-RNA-8	0	1
2004487	Human associated gemykibivirus 1	no rank	2844581	AP-RNA-5	0	1
2004487	Human associated gemykibivirus 1	no rank	2844581	AP-RNA-11	0	1
2004487	Human associated gemykibivirus 1	no rank	2844581	AP-RNA-2	0	1
2004960	Human associated gemykibivirus 3	no rank	2844583	AP-RNA-3	0	1
2004961	Human associated gemykibivirus 4	no rank	2844584	AP-RNA-2	0	10
2004962	Human associated gemykibivirus 5	no rank	2844585	AP-DNA-10	0	1
2004962	Human associated gemykibivirus 5	no rank	2844585	AP-DNA-7	0	1
2004962	Human associated gemykibivirus 5	no rank	2844585	AP-RNA-3	0	1
2004962	Human associated gemykibivirus 5	no rank	2844585	AP-RNA-1	0	6
2004962	Human associated gemykibivirus 5	no rank	2844585	AP-RNA-10	0	2
2004962	Human associated gemykibivirus 5	no rank	2844585	AP-RNA-11	0	3
2004962	Human associated gemykibivirus 5	no rank	2844585	AP-RNA-12	0	2
2004962	Human associated gemykibivirus 5	no rank	2844585	AP-RNA-13	0	1
2004962	Human associated gemykibivirus 5	no rank	2844585	AP-RNA-2	0	2
2004962	Human associated gemykibivirus 5	no rank	2844585	AP-RNA-4	0	2
2004962	Human associated gemykibivirus 5	no rank	2844585	AP-RNA-6	0	1
2004962	Human associated gemykibivirus 5	no rank	2844585	AP-RNA-7	0	3
2004962	Human associated gemykibivirus 5	no rank	2844585	AP-RNA-8	0	22
2004962	Human associated gemykibivirus 5	no rank	2844585	AP-RNA-9	0	1
2032983	rhinovirus C53	serotype	463676	AP-RNA-1	1	1
2032983	rhinovirus C53	serotype	463676	AP-RNA-2	1	1
2049444	Gammapapillomavirus sp.	species	735504	AP-DNA-10	4	4
2049444	Gammapapillomavirus sp.	species	735504	AP-DNA-2	3	3
2049444	Gammapapillomavirus sp.	species	735504	AP-DNA-7	2	2
2049444	Gammapapillomavirus sp.	species	735504	AP-DNA-12	2	2
2049444	Gammapapillomavirus sp.	species	735504	AP-DNA-4	3	3
2049444	Gammapapillomavirus sp.	species	735504	AP-DNA-8	1	1
2049444	Gammapapillomavirus sp.	species	735504	AP-DNA-9	1	1
2049444	Gammapapillomavirus sp.	species	735504	AP-DNA-1	2	2
2049444	Gammapapillomavirus sp.	species	735504	AP-RNA-1	3	3
2049444	Gammapapillomavirus sp.	species	735504	AP-DNA-5	1	1
2049444	Gammapapillomavirus sp.	species	735504	AP-RNA-11	1	1
2049444	Gammapapillomavirus sp.	species	735504	AP-RNA-12	2	2
2049444	Gammapapillomavirus sp.	species	735504	AP-RNA-13	2	2
2049444	Gammapapillomavirus sp.	species	735504	AP-RNA-2	3	3
2049444	Gammapapillomavirus sp.	species	735504	AP-RNA-4	3	3
2049444	Gammapapillomavirus sp.	species	735504	AP-RNA-6	2	2
2049444	Gammapapillomavirus sp.	species	735504	AP-RNA-7	1	1
2049444	Gammapapillomavirus sp.	species	735504	AP-RNA-8	4	4
2049444	Gammapapillomavirus sp.	species	735504	AP-RNA-9	2	2
2065036	Torque teno mini virus 10	species	687332	AP-DNA-3	1	1
2065049	Torque teno midi virus 8	species	687333	AP-RNA-12	1	1
2065050	Torque teno midi virus 9	species	687333	AP-DNA-8	1	1
2065053	Torque teno midi virus 12	species	687333	AP-DNA-12	1	1
2093789	Human papillomavirus type 203	species	173087	AP-DNA-13	2	2
2093789	Human papillomavirus type 203	species	173087	AP-DNA-3	1	1
2169561	Ortervirales	order	2732514	AP-DNA-10	0	6
2169561	Ortervirales	order	2732514	AP-DNA-11	0	7
2169561	Ortervirales	order	2732514	AP-DNA-13	0	5
2169561	Ortervirales	order	2732514	AP-DNA-14	0	3
2169561	Ortervirales	order	2732514	AP-DNA-6	0	1
2169561	Ortervirales	order	2732514	AP-DNA-7	0	2
2169561	Ortervirales	order	2732514	AP-RNA-3	0	1
2169561	Ortervirales	order	2732514	AP-DNA-12	0	12
2169561	Ortervirales	order	2732514	AP-DNA-9	0	1
2169561	Ortervirales	order	2732514	AP-DNA-3	0	2
2169561	Ortervirales	order	2732514	AP-DNA-1	0	3
2169561	Ortervirales	order	2732514	AP-DNA-15	0	1
2169595	Firstpapillomavirinae	subfamily	151340	AP-DNA-10	0	296
2169595	Firstpapillomavirinae	subfamily	151340	AP-DNA-11	0	75
2169595	Firstpapillomavirinae	subfamily	151340	AP-DNA-13	0	43
2169595	Firstpapillomavirinae	subfamily	151340	AP-DNA-14	0	21
2169595	Firstpapillomavirinae	subfamily	151340	AP-DNA-2	0	260
2169595	Firstpapillomavirinae	subfamily	151340	AP-DNA-6	0	167
2169595	Firstpapillomavirinae	subfamily	151340	AP-DNA-7	0	124
2169595	Firstpapillomavirinae	subfamily	151340	AP-RNA-3	0	66
2169595	Firstpapillomavirinae	subfamily	151340	AP-RNA-5	0	61
2169595	Firstpapillomavirinae	subfamily	151340	AP-DNA-12	0	258
2169595	Firstpapillomavirinae	subfamily	151340	AP-DNA-4	0	238
2169595	Firstpapillomavirinae	subfamily	151340	AP-DNA-8	0	158
2169595	Firstpapillomavirinae	subfamily	151340	AP-DNA-9	0	403
2169595	Firstpapillomavirinae	subfamily	151340	AP-DNA-3	0	273
2169595	Firstpapillomavirinae	subfamily	151340	AP-DNA-1	0	445
2169595	Firstpapillomavirinae	subfamily	151340	AP-RNA-1	0	116
2169595	Firstpapillomavirinae	subfamily	151340	AP-DNA-15	0	10
2169595	Firstpapillomavirinae	subfamily	151340	AP-DNA-5	0	163
2169595	Firstpapillomavirinae	subfamily	151340	AP-RNA-10	0	104
2169595	Firstpapillomavirinae	subfamily	151340	AP-RNA-11	0	28
2169595	Firstpapillomavirinae	subfamily	151340	AP-RNA-12	0	187
2169595	Firstpapillomavirinae	subfamily	151340	AP-RNA-13	0	34
2169595	Firstpapillomavirinae	subfamily	151340	AP-RNA-14	0	10
2169595	Firstpapillomavirinae	subfamily	151340	AP-RNA-2	0	89
2169595	Firstpapillomavirinae	subfamily	151340	AP-RNA-4	0	151
2169595	Firstpapillomavirinae	subfamily	151340	AP-RNA-6	0	67
2169595	Firstpapillomavirinae	subfamily	151340	AP-RNA-7	0	47
2169595	Firstpapillomavirinae	subfamily	151340	AP-RNA-8	0	87
2169595	Firstpapillomavirinae	subfamily	151340	AP-RNA-9	0	165
2169595	Firstpapillomavirinae	subfamily	151340	AP-DNA-16	0	20
2169595	Firstpapillomavirinae	subfamily	151340	AP-RNA-15	0	1
2233536	Pigeon torque teno virus	no rank	68887	AP-DNA-5	2	2
2497569	Negarnaviricota	phylum	2732396	AP-RNA-5	0	6
2497569	Negarnaviricota	phylum	2732396	AP-RNA-11	0	5
2497569	Negarnaviricota	phylum	2732396	AP-RNA-13	0	15
2497569	Negarnaviricota	phylum	2732396	AP-RNA-2	0	1
2497569	Negarnaviricota	phylum	2732396	AP-RNA-4	0	5
2497569	Negarnaviricota	phylum	2732396	AP-DNA-16	0	2
2497570	Haploviricotina	subphylum	2497569	AP-RNA-5	0	6
2497570	Haploviricotina	subphylum	2497569	AP-RNA-11	0	5
2497570	Haploviricotina	subphylum	2497569	AP-RNA-13	0	13
2497570	Haploviricotina	subphylum	2497569	AP-RNA-4	0	5
2497571	Polyploviricotina	subphylum	2497569	AP-RNA-13	0	2
2497571	Polyploviricotina	subphylum	2497569	AP-RNA-2	0	1
2497571	Polyploviricotina	subphylum	2497569	AP-DNA-16	0	2
2497574	Monjiviricetes	class	2497570	AP-RNA-5	0	6
2497574	Monjiviricetes	class	2497570	AP-RNA-11	0	5
2497574	Monjiviricetes	class	2497570	AP-RNA-13	0	13
2497574	Monjiviricetes	class	2497570	AP-RNA-4	0	5
2497577	Insthoviricetes	class	2497571	AP-RNA-13	0	2
2497577	Insthoviricetes	class	2497571	AP-RNA-2	0	1
2497577	Insthoviricetes	class	2497571	AP-DNA-16	0	2
2499399	Cornidovirineae	suborder	76804	AP-RNA-1	0	20
2499399	Cornidovirineae	suborder	76804	AP-RNA-12	0	50
2499399	Cornidovirineae	suborder	76804	AP-RNA-13	0	6
2499399	Cornidovirineae	suborder	76804	AP-RNA-14	0	1
2499399	Cornidovirineae	suborder	76804	AP-RNA-2	0	14
2499399	Cornidovirineae	suborder	76804	AP-RNA-4	0	1
2499411	Articulavirales	order	2497577	AP-RNA-13	0	2
2499411	Articulavirales	order	2497577	AP-RNA-2	0	1
2499411	Articulavirales	order	2497577	AP-DNA-16	0	2
2501931	Orthocoronavirinae	subfamily	11118	AP-RNA-1	0	20
2501931	Orthocoronavirinae	subfamily	11118	AP-RNA-12	0	50
2501931	Orthocoronavirinae	subfamily	11118	AP-RNA-13	0	6
2501931	Orthocoronavirinae	subfamily	11118	AP-RNA-14	0	1
2501931	Orthocoronavirinae	subfamily	11118	AP-RNA-2	0	14
2501931	Orthocoronavirinae	subfamily	11118	AP-RNA-4	0	1
2509480	Duvinacovirus	subgenus	693996	AP-RNA-13	0	1
2509481	Embecovirus	subgenus	694002	AP-RNA-1	0	20
2509481	Embecovirus	subgenus	694002	AP-RNA-12	0	50
2509481	Embecovirus	subgenus	694002	AP-RNA-13	0	5
2509481	Embecovirus	subgenus	694002	AP-RNA-14	0	1
2509481	Embecovirus	subgenus	694002	AP-RNA-2	0	14
2509481	Embecovirus	subgenus	694002	AP-RNA-4	0	1
2559587	Riboviria	clade	10239	AP-DNA-10	0	8
2559587	Riboviria	clade	10239	AP-DNA-11	0	10
2559587	Riboviria	clade	10239	AP-DNA-13	0	8
2559587	Riboviria	clade	10239	AP-DNA-14	0	3
2559587	Riboviria	clade	10239	AP-DNA-2	0	3
2559587	Riboviria	clade	10239	AP-DNA-6	0	1
2559587	Riboviria	clade	10239	AP-DNA-7	0	3
2559587	Riboviria	clade	10239	AP-RNA-3	0	3
2559587	Riboviria	clade	10239	AP-RNA-5	0	11
2559587	Riboviria	clade	10239	AP-DNA-12	0	14
2559587	Riboviria	clade	10239	AP-DNA-8	0	3
2559587	Riboviria	clade	10239	AP-DNA-9	0	1
2559587	Riboviria	clade	10239	AP-DNA-3	0	2
2559587	Riboviria	clade	10239	AP-DNA-1	0	5
2559587	Riboviria	clade	10239	AP-RNA-1	0	33
2559587	Riboviria	clade	10239	AP-DNA-15	0	1
2559587	Riboviria	clade	10239	AP-DNA-5	0	1
2559587	Riboviria	clade	10239	AP-RNA-10	0	11
2559587	Riboviria	clade	10239	AP-RNA-11	0	8
2559587	Riboviria	clade	10239	AP-RNA-12	0	50
2559587	Riboviria	clade	10239	AP-RNA-13	0	22
2559587	Riboviria	clade	10239	AP-RNA-14	0	1
2559587	Riboviria	clade	10239	AP-RNA-2	0	20
2559587	Riboviria	clade	10239	AP-RNA-4	0	8
2559587	Riboviria	clade	10239	AP-RNA-6	0	3
2559587	Riboviria	clade	10239	AP-RNA-8	0	17
2559587	Riboviria	clade	10239	AP-RNA-9	0	4
2559587	Riboviria	clade	10239	AP-DNA-16	0	2
2560076	Orthoparamyxovirinae	subfamily	11158	AP-RNA-5	0	6
2560076	Orthoparamyxovirinae	subfamily	11158	AP-RNA-11	0	5
2560076	Orthoparamyxovirinae	subfamily	11158	AP-RNA-4	0	4
2731341	Duplodnaviria	clade	10239	AP-DNA-10	0	829
2731341	Duplodnaviria	clade	10239	AP-DNA-11	0	344
2731341	Duplodnaviria	clade	10239	AP-DNA-13	0	406
2731341	Duplodnaviria	clade	10239	AP-DNA-14	0	51
2731341	Duplodnaviria	clade	10239	AP-DNA-2	0	1930
2731341	Duplodnaviria	clade	10239	AP-DNA-6	0	288
2731341	Duplodnaviria	clade	10239	AP-DNA-7	0	278
2731341	Duplodnaviria	clade	10239	AP-RNA-3	0	58
2731341	Duplodnaviria	clade	10239	AP-RNA-5	0	22
2731341	Duplodnaviria	clade	10239	AP-DNA-12	0	208
2731341	Duplodnaviria	clade	10239	AP-DNA-4	0	185
2731341	Duplodnaviria	clade	10239	AP-DNA-8	0	131
2731341	Duplodnaviria	clade	10239	AP-DNA-9	0	417
2731341	Duplodnaviria	clade	10239	AP-DNA-3	0	770
2731341	Duplodnaviria	clade	10239	AP-DNA-1	0	1648
2731341	Duplodnaviria	clade	10239	AP-RNA-1	0	133
2731341	Duplodnaviria	clade	10239	AP-DNA-15	0	4
2731341	Duplodnaviria	clade	10239	AP-DNA-5	0	308
2731341	Duplodnaviria	clade	10239	AP-RNA-10	0	28
2731341	Duplodnaviria	clade	10239	AP-RNA-11	0	16
2731341	Duplodnaviria	clade	10239	AP-RNA-12	0	14
2731341	Duplodnaviria	clade	10239	AP-RNA-13	0	29
2731341	Duplodnaviria	clade	10239	AP-RNA-14	0	6
2731341	Duplodnaviria	clade	10239	AP-RNA-2	0	167
2731341	Duplodnaviria	clade	10239	AP-RNA-4	0	24
2731341	Duplodnaviria	clade	10239	AP-RNA-6	0	26
2731341	Duplodnaviria	clade	10239	AP-RNA-7	0	16
2731341	Duplodnaviria	clade	10239	AP-RNA-8	0	13
2731341	Duplodnaviria	clade	10239	AP-RNA-9	0	25
2731342	Monodnaviria	clade	10239	AP-DNA-10	0	339
2731342	Monodnaviria	clade	10239	AP-DNA-11	0	93
2731342	Monodnaviria	clade	10239	AP-DNA-13	0	74
2731342	Monodnaviria	clade	10239	AP-DNA-14	0	31
2731342	Monodnaviria	clade	10239	AP-DNA-2	0	376
2731342	Monodnaviria	clade	10239	AP-DNA-6	0	194
2731342	Monodnaviria	clade	10239	AP-DNA-7	0	174
2731342	Monodnaviria	clade	10239	AP-RNA-3	0	101
2731342	Monodnaviria	clade	10239	AP-RNA-5	0	82
2731342	Monodnaviria	clade	10239	AP-DNA-12	0	273
2731342	Monodnaviria	clade	10239	AP-DNA-4	0	259
2731342	Monodnaviria	clade	10239	AP-DNA-8	0	195
2731342	Monodnaviria	clade	10239	AP-DNA-9	0	420
2731342	Monodnaviria	clade	10239	AP-DNA-3	0	380
2731342	Monodnaviria	clade	10239	AP-DNA-1	0	538
2731342	Monodnaviria	clade	10239	AP-RNA-1	0	159
2731342	Monodnaviria	clade	10239	AP-DNA-15	0	12
2731342	Monodnaviria	clade	10239	AP-DNA-5	0	194
2731342	Monodnaviria	clade	10239	AP-RNA-10	0	123
2731342	Monodnaviria	clade	10239	AP-RNA-11	0	44
2731342	Monodnaviria	clade	10239	AP-RNA-12	0	208
2731342	Monodnaviria	clade	10239	AP-RNA-13	0	50
2731342	Monodnaviria	clade	10239	AP-RNA-14	0	11
2731342	Monodnaviria	clade	10239	AP-RNA-2	0	189
2731342	Monodnaviria	clade	10239	AP-RNA-4	0	180
2731342	Monodnaviria	clade	10239	AP-RNA-6	0	84
2731342	Monodnaviria	clade	10239	AP-RNA-7	0	79
2731342	Monodnaviria	clade	10239	AP-RNA-8	0	139
2731342	Monodnaviria	clade	10239	AP-RNA-9	0	174
2731342	Monodnaviria	clade	10239	AP-DNA-16	0	20
2731342	Monodnaviria	clade	10239	AP-RNA-15	0	1
2731360	Heunggongvirae	kingdom	2731341	AP-DNA-10	0	829
2731360	Heunggongvirae	kingdom	2731341	AP-DNA-11	0	344
2731360	Heunggongvirae	kingdom	2731341	AP-DNA-13	0	406
2731360	Heunggongvirae	kingdom	2731341	AP-DNA-14	0	51
2731360	Heunggongvirae	kingdom	2731341	AP-DNA-2	0	1930
2731360	Heunggongvirae	kingdom	2731341	AP-DNA-6	0	288
2731360	Heunggongvirae	kingdom	2731341	AP-DNA-7	0	278
2731360	Heunggongvirae	kingdom	2731341	AP-RNA-3	0	58
2731360	Heunggongvirae	kingdom	2731341	AP-RNA-5	0	22
2731360	Heunggongvirae	kingdom	2731341	AP-DNA-12	0	208
2731360	Heunggongvirae	kingdom	2731341	AP-DNA-4	0	185
2731360	Heunggongvirae	kingdom	2731341	AP-DNA-8	0	131
2731360	Heunggongvirae	kingdom	2731341	AP-DNA-9	0	417
2731360	Heunggongvirae	kingdom	2731341	AP-DNA-3	0	770
2731360	Heunggongvirae	kingdom	2731341	AP-DNA-1	0	1648
2731360	Heunggongvirae	kingdom	2731341	AP-RNA-1	0	133
2731360	Heunggongvirae	kingdom	2731341	AP-DNA-15	0	4
2731360	Heunggongvirae	kingdom	2731341	AP-DNA-5	0	308
2731360	Heunggongvirae	kingdom	2731341	AP-RNA-10	0	28
2731360	Heunggongvirae	kingdom	2731341	AP-RNA-11	0	16
2731360	Heunggongvirae	kingdom	2731341	AP-RNA-12	0	14
2731360	Heunggongvirae	kingdom	2731341	AP-RNA-13	0	29
2731360	Heunggongvirae	kingdom	2731341	AP-RNA-14	0	6
2731360	Heunggongvirae	kingdom	2731341	AP-RNA-2	0	167
2731360	Heunggongvirae	kingdom	2731341	AP-RNA-4	0	24
2731360	Heunggongvirae	kingdom	2731341	AP-RNA-6	0	26
2731360	Heunggongvirae	kingdom	2731341	AP-RNA-7	0	16
2731360	Heunggongvirae	kingdom	2731341	AP-RNA-8	0	13
2731360	Heunggongvirae	kingdom	2731341	AP-RNA-9	0	25
2731361	Peploviricota	phylum	2731360	AP-DNA-10	0	829
2731361	Peploviricota	phylum	2731360	AP-DNA-11	0	344
2731361	Peploviricota	phylum	2731360	AP-DNA-13	0	406
2731361	Peploviricota	phylum	2731360	AP-DNA-14	0	51
2731361	Peploviricota	phylum	2731360	AP-DNA-2	0	1930
2731361	Peploviricota	phylum	2731360	AP-DNA-6	0	288
2731361	Peploviricota	phylum	2731360	AP-DNA-7	0	278
2731361	Peploviricota	phylum	2731360	AP-RNA-3	0	58
2731361	Peploviricota	phylum	2731360	AP-RNA-5	0	22
2731361	Peploviricota	phylum	2731360	AP-DNA-12	0	208
2731361	Peploviricota	phylum	2731360	AP-DNA-4	0	185
2731361	Peploviricota	phylum	2731360	AP-DNA-8	0	131
2731361	Peploviricota	phylum	2731360	AP-DNA-9	0	417
2731361	Peploviricota	phylum	2731360	AP-DNA-3	0	770
2731361	Peploviricota	phylum	2731360	AP-DNA-1	0	1648
2731361	Peploviricota	phylum	2731360	AP-RNA-1	0	133
2731361	Peploviricota	phylum	2731360	AP-DNA-15	0	4
2731361	Peploviricota	phylum	2731360	AP-DNA-5	0	308
2731361	Peploviricota	phylum	2731360	AP-RNA-10	0	28
2731361	Peploviricota	phylum	2731360	AP-RNA-11	0	16
2731361	Peploviricota	phylum	2731360	AP-RNA-12	0	14
2731361	Peploviricota	phylum	2731360	AP-RNA-13	0	29
2731361	Peploviricota	phylum	2731360	AP-RNA-14	0	6
2731361	Peploviricota	phylum	2731360	AP-RNA-2	0	167
2731361	Peploviricota	phylum	2731360	AP-RNA-4	0	24
2731361	Peploviricota	phylum	2731360	AP-RNA-6	0	26
2731361	Peploviricota	phylum	2731360	AP-RNA-7	0	16
2731361	Peploviricota	phylum	2731360	AP-RNA-8	0	13
2731361	Peploviricota	phylum	2731360	AP-RNA-9	0	25
2731363	Herviviricetes	class	2731361	AP-DNA-10	0	829
2731363	Herviviricetes	class	2731361	AP-DNA-11	0	344
2731363	Herviviricetes	class	2731361	AP-DNA-13	0	406
2731363	Herviviricetes	class	2731361	AP-DNA-14	0	51
2731363	Herviviricetes	class	2731361	AP-DNA-2	0	1930
2731363	Herviviricetes	class	2731361	AP-DNA-6	0	288
2731363	Herviviricetes	class	2731361	AP-DNA-7	0	278
2731363	Herviviricetes	class	2731361	AP-RNA-3	0	58
2731363	Herviviricetes	class	2731361	AP-RNA-5	0	22
2731363	Herviviricetes	class	2731361	AP-DNA-12	0	208
2731363	Herviviricetes	class	2731361	AP-DNA-4	0	185
2731363	Herviviricetes	class	2731361	AP-DNA-8	0	131
2731363	Herviviricetes	class	2731361	AP-DNA-9	0	417
2731363	Herviviricetes	class	2731361	AP-DNA-3	0	770
2731363	Herviviricetes	class	2731361	AP-DNA-1	0	1648
2731363	Herviviricetes	class	2731361	AP-RNA-1	0	133
2731363	Herviviricetes	class	2731361	AP-DNA-15	0	4
2731363	Herviviricetes	class	2731361	AP-DNA-5	0	308
2731363	Herviviricetes	class	2731361	AP-RNA-10	0	28
2731363	Herviviricetes	class	2731361	AP-RNA-11	0	16
2731363	Herviviricetes	class	2731361	AP-RNA-12	0	14
2731363	Herviviricetes	class	2731361	AP-RNA-13	0	29
2731363	Herviviricetes	class	2731361	AP-RNA-14	0	6
2731363	Herviviricetes	class	2731361	AP-RNA-2	0	167
2731363	Herviviricetes	class	2731361	AP-RNA-4	0	24
2731363	Herviviricetes	class	2731361	AP-RNA-6	0	26
2731363	Herviviricetes	class	2731361	AP-RNA-7	0	16
2731363	Herviviricetes	class	2731361	AP-RNA-8	0	13
2731363	Herviviricetes	class	2731361	AP-RNA-9	0	25
2732004	Varidnaviria	clade	10239	AP-DNA-10	0	19
2732004	Varidnaviria	clade	10239	AP-DNA-11	0	9
2732004	Varidnaviria	clade	10239	AP-DNA-13	0	6
2732004	Varidnaviria	clade	10239	AP-DNA-14	0	5
2732004	Varidnaviria	clade	10239	AP-DNA-2	0	80
2732004	Varidnaviria	clade	10239	AP-DNA-6	0	6
2732004	Varidnaviria	clade	10239	AP-DNA-7	0	34
2732004	Varidnaviria	clade	10239	AP-RNA-3	0	5
2732004	Varidnaviria	clade	10239	AP-RNA-5	0	3
2732004	Varidnaviria	clade	10239	AP-DNA-12	0	6
2732004	Varidnaviria	clade	10239	AP-DNA-4	0	9
2732004	Varidnaviria	clade	10239	AP-DNA-8	0	24
2732004	Varidnaviria	clade	10239	AP-DNA-9	0	6
2732004	Varidnaviria	clade	10239	AP-DNA-3	0	22
2732004	Varidnaviria	clade	10239	AP-DNA-1	0	335
2732004	Varidnaviria	clade	10239	AP-RNA-1	0	35
2732004	Varidnaviria	clade	10239	AP-DNA-5	0	1
2732004	Varidnaviria	clade	10239	AP-RNA-13	0	1
2732004	Varidnaviria	clade	10239	AP-RNA-2	0	7
2732004	Varidnaviria	clade	10239	AP-RNA-4	0	2
2732004	Varidnaviria	clade	10239	AP-RNA-7	0	3
2732004	Varidnaviria	clade	10239	AP-RNA-8	0	5
2732005	Bamfordvirae	kingdom	2732004	AP-DNA-10	0	19
2732005	Bamfordvirae	kingdom	2732004	AP-DNA-11	0	9
2732005	Bamfordvirae	kingdom	2732004	AP-DNA-13	0	6
2732005	Bamfordvirae	kingdom	2732004	AP-DNA-14	0	5
2732005	Bamfordvirae	kingdom	2732004	AP-DNA-2	0	80
2732005	Bamfordvirae	kingdom	2732004	AP-DNA-6	0	6
2732005	Bamfordvirae	kingdom	2732004	AP-DNA-7	0	34
2732005	Bamfordvirae	kingdom	2732004	AP-RNA-3	0	5
2732005	Bamfordvirae	kingdom	2732004	AP-RNA-5	0	3
2732005	Bamfordvirae	kingdom	2732004	AP-DNA-12	0	6
2732005	Bamfordvirae	kingdom	2732004	AP-DNA-4	0	9
2732005	Bamfordvirae	kingdom	2732004	AP-DNA-8	0	24
2732005	Bamfordvirae	kingdom	2732004	AP-DNA-9	0	6
2732005	Bamfordvirae	kingdom	2732004	AP-DNA-3	0	22
2732005	Bamfordvirae	kingdom	2732004	AP-DNA-1	0	335
2732005	Bamfordvirae	kingdom	2732004	AP-RNA-1	0	35
2732005	Bamfordvirae	kingdom	2732004	AP-DNA-5	0	1
2732005	Bamfordvirae	kingdom	2732004	AP-RNA-13	0	1
2732005	Bamfordvirae	kingdom	2732004	AP-RNA-2	0	7
2732005	Bamfordvirae	kingdom	2732004	AP-RNA-4	0	2
2732005	Bamfordvirae	kingdom	2732004	AP-RNA-7	0	3
2732005	Bamfordvirae	kingdom	2732004	AP-RNA-8	0	5
2732007	Nucleocytoviricota	phylum	2732005	AP-DNA-10	0	4
2732007	Nucleocytoviricota	phylum	2732005	AP-DNA-11	0	2
2732007	Nucleocytoviricota	phylum	2732005	AP-DNA-13	0	1
2732007	Nucleocytoviricota	phylum	2732005	AP-DNA-14	0	2
2732007	Nucleocytoviricota	phylum	2732005	AP-DNA-2	0	7
2732007	Nucleocytoviricota	phylum	2732005	AP-DNA-6	0	2
2732007	Nucleocytoviricota	phylum	2732005	AP-DNA-7	0	3
2732007	Nucleocytoviricota	phylum	2732005	AP-RNA-3	0	1
2732007	Nucleocytoviricota	phylum	2732005	AP-RNA-5	0	2
2732007	Nucleocytoviricota	phylum	2732005	AP-DNA-12	0	2
2732007	Nucleocytoviricota	phylum	2732005	AP-DNA-4	0	5
2732007	Nucleocytoviricota	phylum	2732005	AP-DNA-8	0	1
2732007	Nucleocytoviricota	phylum	2732005	AP-DNA-9	0	1
2732007	Nucleocytoviricota	phylum	2732005	AP-RNA-4	0	1
2732008	Preplasmiviricota	phylum	2732005	AP-DNA-10	0	15
2732008	Preplasmiviricota	phylum	2732005	AP-DNA-11	0	7
2732008	Preplasmiviricota	phylum	2732005	AP-DNA-13	0	5
2732008	Preplasmiviricota	phylum	2732005	AP-DNA-14	0	3
2732008	Preplasmiviricota	phylum	2732005	AP-DNA-2	0	73
2732008	Preplasmiviricota	phylum	2732005	AP-DNA-6	0	4
2732008	Preplasmiviricota	phylum	2732005	AP-DNA-7	0	31
2732008	Preplasmiviricota	phylum	2732005	AP-RNA-3	0	4
2732008	Preplasmiviricota	phylum	2732005	AP-RNA-5	0	1
2732008	Preplasmiviricota	phylum	2732005	AP-DNA-12	0	4
2732008	Preplasmiviricota	phylum	2732005	AP-DNA-4	0	4
2732008	Preplasmiviricota	phylum	2732005	AP-DNA-8	0	23
2732008	Preplasmiviricota	phylum	2732005	AP-DNA-9	0	5
2732008	Preplasmiviricota	phylum	2732005	AP-DNA-3	0	22
2732008	Preplasmiviricota	phylum	2732005	AP-DNA-1	0	335
2732008	Preplasmiviricota	phylum	2732005	AP-RNA-1	0	35
